lat_max,lat_min,lon_max,lon_min
46.083333130000014,45.99999980000001,-73.08333604999999,-73.16666937999999
46.083333130000014,45.99999980000001,-73.00000271999998,-73.08333604999999
46.083333130000014,45.99999980000001,-72.91666939,-73.00000271999998
45.99999980000001,45.91666647000001,-73.08333604999999,-73.16666937999999
45.99999980000001,45.91666647000001,-73.00000271999998,-73.08333604999999
45.99999980000001,45.91666647000001,-72.91666939,-73.00000271999998
45.99999980000001,45.91666647000001,-72.83333606,-72.91666939
45.99999980000001,45.91666647000001,-72.75000272999999,-72.83333606
45.91666647000001,45.83333314000001,-73.16666937999999,-73.25000270999999
45.91666647000001,45.83333314000001,-73.08333604999999,-73.16666937999999
45.91666647000001,45.83333314000001,-73.00000271999998,-73.08333604999999
45.91666647000001,45.83333314000001,-72.91666939,-73.00000271999998
45.91666647000001,45.83333314000001,-72.83333606,-72.91666939
45.83333314000001,45.74999981000001,-73.25000270999999,-73.33333603999999
45.83333314000001,45.74999981000001,-73.16666937999999,-73.25000270999999
45.83333314000001,45.74999981000001,-73.08333604999999,-73.16666937999999
45.83333314000001,45.74999981000001,-73.00000271999998,-73.08333604999999
45.83333314000001,45.74999981000001,-72.91666939,-73.00000271999998
45.83333314000001,45.74999981000001,-72.83333606,-72.91666939
45.83333314000001,45.74999981000001,-72.75000272999999,-72.83333606
45.74999981000001,45.66666648000001,-73.33333603999999,-73.41666937
45.74999981000001,45.66666648000001,-73.25000270999999,-73.33333603999999
45.74999981000001,45.66666648000001,-73.16666937999999,-73.25000270999999
45.74999981000001,45.66666648000001,-73.08333604999999,-73.16666937999999
45.74999981000001,45.66666648000001,-73.00000271999998,-73.08333604999999
45.74999981000001,45.66666648000001,-72.91666939,-73.00000271999998
45.74999981000001,45.66666648000001,-72.83333606,-72.91666939
45.74999981000001,45.66666648000001,-72.75000272999999,-72.83333606
45.74999981000001,45.66666648000001,-72.66666939999999,-72.75000272999999
45.74999981000001,45.66666648000001,-72.58333606999999,-72.66666939999999
45.74999981000001,45.66666648000001,-72.50000273999999,-72.58333606999999
45.66666648000001,45.58333315000001,-73.41666937,-73.5000027
45.66666648000001,45.58333315000001,-73.33333603999999,-73.41666937
45.66666648000001,45.58333315000001,-73.25000270999999,-73.33333603999999
45.66666648000001,45.58333315000001,-73.16666937999999,-73.25000270999999
45.66666648000001,45.58333315000001,-73.08333604999999,-73.16666937999999
45.66666648000001,45.58333315000001,-73.00000271999998,-73.08333604999999
45.66666648000001,45.58333315000001,-72.91666939,-73.00000271999998
45.66666648000001,45.58333315000001,-72.83333606,-72.91666939
45.66666648000001,45.58333315000001,-72.75000272999999,-72.83333606
45.66666648000001,45.58333315000001,-72.66666939999999,-72.75000272999999
45.66666648000001,45.58333315000001,-72.58333606999999,-72.66666939999999
45.66666648000001,45.58333315000001,-72.50000273999999,-72.58333606999999
45.66666648000001,45.58333315000001,-72.41666941,-72.50000273999999
45.66666648000001,45.58333315000001,-72.33333608,-72.41666941
45.58333315000001,45.49999982000001,-74.33333599999999,-74.41666932999999
45.58333315000001,45.49999982000001,-73.41666937,-73.5000027
45.58333315000001,45.49999982000001,-73.33333603999999,-73.41666937
45.58333315000001,45.49999982000001,-73.25000270999999,-73.33333603999999
45.58333315000001,45.49999982000001,-73.16666937999999,-73.25000270999999
45.58333315000001,45.49999982000001,-73.08333604999999,-73.16666937999999
45.58333315000001,45.49999982000001,-73.00000271999998,-73.08333604999999
45.58333315000001,45.49999982000001,-72.91666939,-73.00000271999998
45.58333315000001,45.49999982000001,-72.83333606,-72.91666939
45.58333315000001,45.49999982000001,-72.75000272999999,-72.83333606
45.58333315000001,45.49999982000001,-72.66666939999999,-72.75000272999999
45.58333315000001,45.49999982000001,-72.58333606999999,-72.66666939999999
45.58333315000001,45.49999982000001,-72.50000273999999,-72.58333606999999
45.58333315000001,45.49999982000001,-72.41666941,-72.50000273999999
45.49999982000001,45.41666649000001,-74.33333599999999,-74.41666932999999
45.49999982000001,45.41666649000001,-74.25000266999999,-74.33333599999999
45.49999982000001,45.41666649000001,-74.16666933999998,-74.25000266999999
45.49999982000001,45.41666649000001,-74.08333601,-74.16666933999998
45.49999982000001,45.41666649000001,-73.41666937,-73.5000027
45.49999982000001,45.41666649000001,-73.33333603999999,-73.41666937
45.49999982000001,45.41666649000001,-73.25000270999999,-73.33333603999999
45.49999982000001,45.41666649000001,-73.16666937999999,-73.25000270999999
45.49999982000001,45.41666649000001,-73.08333604999999,-73.16666937999999
45.49999982000001,45.41666649000001,-73.00000271999998,-73.08333604999999
45.49999982000001,45.41666649000001,-72.91666939,-73.00000271999998
45.49999982000001,45.41666649000001,-72.83333606,-72.91666939
45.49999982000001,45.41666649000001,-72.75000272999999,-72.83333606
45.49999982000001,45.41666649000001,-72.66666939999999,-72.75000272999999
