lat_max,lat_min,lon_max,lon_min
49.08333301000001,48.99999968000001,-66.91666962999999,-67.00000295999999
48.99999968000001,48.916666350000014,-67.25000295,-67.33333628
48.99999968000001,48.916666350000014,-67.16666962,-67.25000295
48.99999968000001,48.916666350000014,-67.08333628999999,-67.16666962
48.99999968000001,48.916666350000014,-67.00000295999999,-67.08333628999999
48.99999968000001,48.916666350000014,-66.91666962999999,-67.00000295999999
48.99999968000001,48.916666350000014,-66.83333629999998,-66.91666962999999
48.99999968000001,48.916666350000014,-66.75000297,-66.83333629999998
48.99999968000001,48.916666350000014,-66.66666964,-66.75000297
48.916666350000014,48.83333302000001,-67.50000293999999,-67.58333626999999
48.916666350000014,48.83333302000001,-67.41666960999999,-67.50000293999999
48.916666350000014,48.83333302000001,-67.33333628,-67.41666960999999
48.916666350000014,48.83333302000001,-67.25000295,-67.33333628
48.916666350000014,48.83333302000001,-67.16666962,-67.25000295
48.916666350000014,48.83333302000001,-67.08333628999999,-67.16666962
48.916666350000014,48.83333302000001,-67.00000295999999,-67.08333628999999
48.916666350000014,48.83333302000001,-66.91666962999999,-67.00000295999999
48.916666350000014,48.83333302000001,-66.83333629999998,-66.91666962999999
48.916666350000014,48.83333302000001,-66.75000297,-66.83333629999998
48.916666350000014,48.83333302000001,-66.66666964,-66.75000297
48.916666350000014,48.83333302000001,-66.58333630999999,-66.66666964
48.916666350000014,48.83333302000001,-66.50000297999999,-66.58333630999999
48.916666350000014,48.83333302000001,-66.41666964999999,-66.50000297999999
48.83333302000001,48.74999969000001,-67.75000293,-67.83333626
48.83333302000001,48.74999969000001,-67.66666959999999,-67.75000293
48.83333302000001,48.74999969000001,-67.58333626999999,-67.66666959999999
48.83333302000001,48.74999969000001,-67.50000293999999,-67.58333626999999
48.83333302000001,48.74999969000001,-67.41666960999999,-67.50000293999999
48.83333302000001,48.74999969000001,-67.33333628,-67.41666960999999
48.83333302000001,48.74999969000001,-67.25000295,-67.33333628
48.83333302000001,48.74999969000001,-67.16666962,-67.25000295
48.83333302000001,48.74999969000001,-67.08333628999999,-67.16666962
48.83333302000001,48.74999969000001,-67.00000295999999,-67.08333628999999
48.83333302000001,48.74999969000001,-66.91666962999999,-67.00000295999999
48.83333302000001,48.74999969000001,-66.83333629999998,-66.91666962999999
48.83333302000001,48.74999969000001,-66.75000297,-66.83333629999998
48.83333302000001,48.74999969000001,-66.66666964,-66.75000297
48.83333302000001,48.74999969000001,-66.58333630999999,-66.66666964
48.83333302000001,48.74999969000001,-66.50000297999999,-66.58333630999999
48.83333302000001,48.74999969000001,-66.41666964999999,-66.50000297999999
48.83333302000001,48.74999969000001,-66.33333631999999,-66.41666964999999
48.83333302000001,48.74999969000001,-66.25000298999998,-66.33333631999999
48.74999969000001,48.66666636000001,-68.00000291999999,-68.08333624999999
48.74999969000001,48.66666636000001,-67.91666958999998,-68.00000291999999
48.74999969000001,48.66666636000001,-67.83333626,-67.91666958999998
48.74999969000001,48.66666636000001,-67.75000293,-67.83333626
