lat,lon,pr,tasmin,tasmax
48.041666385,-68.375002905,4.828842946162648e-13,-11.991752854397149,-4.099147809890953
48.041666385,-68.291669575,5.026936440895302e-13,-12.186415296248263,-4.367216608783056
48.041666385,-68.208336245,4.80941512743388e-13,-12.217162139109735,-4.230829515660898
48.041666385,-68.125002915,5.321713664359351e-13,-12.189223451276082,-4.1445470575797545
48.041666385,-68.041669585,4.958211575686877e-13,-12.064970264107725,-3.9472748026442765
48.041666385,-67.958336255,5.065678779225813e-13,-12.231002940161138,-4.04432974784865
48.041666385,-67.875002925,4.960228733828786e-13,-12.50256919159639,-4.191289577464412
48.041666385,-67.791669595,5.260234522269647e-13,-12.368046912133368,-4.144779063432128
48.041666385,-67.708336265,4.73290135381832e-13,-12.187598200460064,-3.930748089902999
48.041666385,-67.625002935,4.384964342584591e-13,-12.06299478053201,-3.763729231666474
47.958333055,-69.625002855,4.3771298976862105e-13,-15.460010500166156,-3.0140432568471205
47.958333055,-69.541669525,4.509299563523056e-13,-15.291211254285479,-3.0729895036478494
47.958333055,-69.458336195,4.677339245084955e-13,-15.3453601013372,-3.2155219921389504
47.958333055,-69.375002865,4.564229853440405e-13,-8.844420293439304,-2.6686177719031647
47.958333055,-69.291669535,4.066093978443569e-13,-9.457786724565404,-2.934965505531146
47.958333055,-69.208336205,4.69627971493719e-13,-10.523458560672294,-3.5372033591523966
47.958333055,-69.125002875,4.606949045339592e-13,-10.637719175360292,-3.5637703158179557
47.958333055,-69.041669545,4.819017906075584e-13,-10.79377656519239,-3.597738059089428
47.958333055,-68.958336215,4.3880703107582186e-13,-11.137374060454121,-3.8382264498862444
47.958333055,-68.875002885,4.439898427209543e-13,-11.416144216758942,-4.131862604858244
47.958333055,-68.791669555,4.198649078152733e-13,-11.306531473454475,-3.9142283852215467
47.958333055,-68.708336225,4.736197328422675e-13,-11.10343872820823,-3.601653281260119
47.958333055,-68.625002895,5.043643454272217e-13,-11.571444496034982,-3.8662682052717576
47.958333055,-68.541669565,5.148471709723323e-13,-11.833695898447054,-4.051441567455321
47.958333055,-68.458336235,5.178288353668847e-13,-11.63486867526107,-3.867920311546559
47.958333055,-68.375002905,5.089925876611279e-13,-12.212786373342702,-4.349383172018491
47.958333055,-68.291669575,4.262295811435779e-13,-12.329459248835526,-4.368328541866206
47.958333055,-68.208336245,4.548746904316225e-13,-12.274379175223633,-4.194479228562866
47.958333055,-68.125002915,4.641960101893494e-13,-12.18531770580668,-4.046385508158331
47.874999725,-69.708336185,3.9743636983877173e-13,-15.727400828139622,-3.0834144140098
47.874999725,-69.625002855,4.194050434638136e-13,-15.581673537429115,-3.0890438559826237
47.874999725,-69.541669525,4.064128862005939e-13,-15.514753964605095,-3.210036664666676
47.874999725,-69.458336195,4.323651896578906e-13,-15.795774383212507,-3.5768993794355595
47.874999725,-69.375002865,4.901083336915357e-13,-9.482872454328266,-2.83482115432328
47.874999725,-69.291669535,4.096872851817174e-13,-10.537908076472055,-3.5609857306724786
47.874999725,-69.208336205,4.245761457254832e-13,-11.251768967729692,-4.062418112613772
47.874999725,-69.125002875,4.3807004464907484e-13,-11.188796236964688,-3.852130178785929
47.874999725,-69.041669545,4.5195241321106805e-13,-11.170619869403923,-3.7856923671057015
47.874999725,-68.958336215,4.787384139288975e-13,-11.20656044684109,-3.744030707370624
47.874999725,-68.875002885,4.917182654974595e-13,-11.120220719149884,-3.5222250094183156
47.874999725,-68.791669555,4.5415702990860007e-13,-11.52237666011561,-3.999628166822668
47.874999725,-68.708336225,4.910122330427369e-13,-11.042136190785097,-3.434542993789168
47.874999725,-68.625002895,4.791870025777634e-13,-11.585342407708989,-3.869401675261286
47.874999725,-68.541669565,4.231958479396919e-13,-11.970871800653248,-4.1829394295889095
47.874999725,-68.458336235,5.190153320143442e-13,-11.793420019760998,-3.886862589268163
47.791666395,-69.791669515,4.241630104876576e-13,-16.05709409695881,-2.7825353646455167
47.791666395,-69.708336185,4.0960933104551567e-13,-15.785010449919763,-2.9681690481330376
47.791666395,-69.625002855,4.033534845102743e-13,-15.783514142689533,-3.0643146917774917
47.791666395,-69.541669525,4.4255644613376555e-13,-15.921876220890567,-3.379171753005224
47.791666395,-69.458336195,4.444319803668939e-13,-16.346965201676916,-3.6878249231136504
47.791666395,-69.375002865,4.291009821771885e-13,-10.272980176706419,-3.314137331310465
47.791666395,-69.291669535,3.847174586280727e-13,-11.137522713128257,-3.889149058147166
47.791666395,-69.208336205,4.493955934378041e-13,-11.453789961550825,-4.128810985706714
47.791666395,-69.125002875,5.017830768949683e-13,-11.432915759527612,-4.035516799172805
47.791666395,-69.041669545,4.631086096204551e-13,-11.410916145035696,-4.003003485565987
47.791666395,-68.958336215,4.852372843811015e-13,-11.394749733383815,-3.8758266795624676
47.791666395,-68.875002885,4.0965440675083675e-13,-10.901881655000969,-3.2153486236812174
47.791666395,-68.791669555,4.321586220389778e-13,-11.302998130479725,-3.5129261847472817
47.791666395,-68.708336225,4.999595030509563e-13,-11.334868662401181,-3.393077825053668
47.791666395,-68.625002895,4.734157402035144e-13,-11.418551548344968,-3.4505617660373638
